Unnamed: 0,label,text,cluster,Disease name,Text
,,,2,Impetigo,"I wealthy person rashes around my nose , as well as Brobdingnagian red sores . The rash is spreading to other places on my body , as I 've seen . inch addition , iodin have angstrom unit high temperature every dark ."
,,,2,Impetigo,"atomic number 53 wealthy person rashes around my olfactory organ , as well as huge redness sores . The roseola is spread to other places on my body , atomic number 33 I 've seen . In addition , I rich person a high temperature every night ."
,,,2,Impetigo,My nasal consonant sores have crust up and become difficult to touch . The wounds used to leak a yellow-rust coloured fluid . information technology is taking angstrom unit lot longer to deal with using medication .
,,,2,Impetigo,My nasal consonant sore have crusted up and get hard to touch . The wounds used to leak a yellow-rust coloured fluid . It be taking a lot longer to deal with using medicine .
,,,2,Impetigo,My nasal sores have crusted up and become difficult to touch . The lesion used to leak a yellow-rust coloured fluid . information technology is taking angstrom unit muckle longer to deal with victimisation medicinal drug .
,,,2,Impetigo,"I feel I wealthy person angstrom unit skin condition . My face has rashes and little blisters around my olfactory organ . The wounds wealthy person turned redness and painful , and a yellow liquid be oozing from them ."
,,,2,Impetigo,"I feel I wealthy person a skin condition . My face has rashes and little blister around my nose . The lesion have turned red and painful , and a yellowness liquid be oozing from them ."
,,,2,Impetigo,"I feel atomic number 53 wealthy person a cutis condition . My human face has rashes and little blisters around my nose . The wounds have turn redness and painful , and angstrom yellow liquid is oozing from them ."
,,,2,Impetigo,"The rashes on my face are not healing . atomic number 53 tried some medications but information technology is non helping much . Recently , iodine notice small sores near my nose . They are painful and very difficult to hold ."
,,,2,Impetigo,"The rashes on my face are non healing . iodin tried some medications but it is not helping much . Recently , atomic number 53 noticed small sore near my nose . They are painful and very hard to handle ."
,,,2,Impetigo,"The rashes on my human face ar not healing . I tried some medicine but information technology be not portion much . Recently , I noticed small sores near my olfactory organ . They are painful and very hard to hold ."
