Unnamed: 0,label,text,cluster,Disease name,Text
,,,2,Psoriasis,"My tegument be breakage out inch rashes . When I excoriation or snag the rash , it frequently bleeds . In add-on , atomic number 53 've observed little dents in my nails . There be a noticeable inflammation in my nails ."
,,,2,Psoriasis,"My skin is break out inch efflorescence . When I scratch or rub the rash , information technology ofttimes bleeds . inch addition , I 've observed little dents in my nails . There is a noticeable inflammation inch my nails ."
,,,2,Psoriasis,"My skin be breaking out in rashes . When I excoriation or rub the rash , it oft bleeds . In addition , I 've notice little dents in my nail . There is a noticeable inflammation inch my nails ."
,,,2,Psoriasis,"My arms , face and back ar all red and irritated . It is frequently irritating and unpleasant . My nails have a strange inflammation and rich person develop small dents . I rich person never seen anything the likes of this ."
,,,2,Psoriasis,"My arms , human face and back ar all red and irritated . It is frequently irritating and unpleasant . My nails have a strange inflammation and rich person developed small dents . I have ne'er see anything like this ."
,,,2,Psoriasis,"My arms , face and back are all red and irritated . It be frequently devil and unpleasant . My nails wealthy person a strange redness and have developed small dents . I have ne'er seen anything like this ."
,,,2,Psoriasis,My fingers and colloidal suspension have pretty thick tegument that be cracked severely . These fractures hurt and bleed frequently . The fracture are antsy and cover with scale .
,,,2,Psoriasis,My fingers and soles have pretty thick cutis that is cracked severely . These fractures hurt and bleed oftentimes . The fractures ar itchy and covered with scale .
,,,2,Psoriasis,My fingers and soles have pretty thick skin that be cracked severely . These fractures hurt and bleed frequently . The fractures are antsy and cover with graduated table .
,,,2,Psoriasis,"I 've have got problem falling asleep because of the skin rash 's pain and itching . The tegument on my fingers ar starting to Sir Robert Peel slay . My nails have angstrom unit few tiny cracks , which be really badgering ."
,,,2,Psoriasis,"I 've hold trouble falling asleep because of the roseola 's pain and itchiness . The skin on my fingers ar starting to peel murder . My nails have a few tiny scissure , which is genuinely worrying ."
,,,2,Psoriasis,"I 've had problem falling asleep because of the rash 's pain and itchiness . The skin on my finger are starting to peel off . My nail have angstrom few diminutive cracks , which is genuinely worrying ."
